season,week,celebrity,trend,timeframe,kw
27,8,Nancy McKeon,,2018-11-12 2018-11-18,Nancy McKeon Dancing with the Stars
27,8,Nikki Glaser,,2018-11-12 2018-11-18,Nikki Glaser Dancing with the Stars
27,8,Tinashe,,2018-11-12 2018-11-18,Tinashe Dancing with the Stars
27,9,Alexis Ren,20.714285714285715,2018-11-19 2018-11-25,Alexis Ren Dancing with the Stars
27,9,Bobby Bones,19.428571428571427,2018-11-19 2018-11-25,Bobby Bones Dancing with the Stars
27,9,Danelle Umstead,,2018-11-19 2018-11-25,Danelle Umstead Dancing with the Stars
27,9,DeMarcus Ware,14.285714285714286,2018-11-19 2018-11-25,DeMarcus Ware Dancing with the Stars
27,9,Evanna Lynch,20.857142857142858,2018-11-19 2018-11-25,Evanna Lynch Dancing with the Stars
27,9,Joe Amabile,14.285714285714286,2018-11-19 2018-11-25,Joe Amabile Dancing with the Stars
27,9,John Schneider,14.285714285714286,2018-11-19 2018-11-25,John Schneider Dancing with the Stars
27,9,Juan Pablo Di Pace,14.285714285714286,2018-11-19 2018-11-25,Juan Pablo Di Pace Dancing with the Stars
27,9,Mary Lou Retton,,2018-11-19 2018-11-25,Mary Lou Retton Dancing with the Stars
27,9,Milo Manheim,19.0,2018-11-19 2018-11-25,Milo Manheim Dancing with the Stars
27,9,Nancy McKeon,,2018-11-19 2018-11-25,Nancy McKeon Dancing with the Stars
27,9,Nikki Glaser,,2018-11-19 2018-11-25,Nikki Glaser Dancing with the Stars
27,9,Tinashe,14.285714285714286,2018-11-19 2018-11-25,Tinashe Dancing with the Stars
28,1,Ally Brooke,15.857142857142858,2019-09-16 2019-09-22,Ally Brooke Dancing with the Stars
28,1,Hannah Brown,19.142857142857142,2019-09-16 2019-09-22,Hannah Brown Dancing with the Stars
28,1,James Van Der Beek,19.428571428571427,2019-09-16 2019-09-22,James Van Der Beek Dancing with the Stars
28,1,Karamo Brown,17.714285714285715,2019-09-16 2019-09-22,Karamo Brown Dancing with the Stars
28,1,Kate Flannery,16.714285714285715,2019-09-16 2019-09-22,Kate Flannery Dancing with the Stars
28,1,Kel Mitchell,20.142857142857142,2019-09-16 2019-09-22,Kel Mitchell Dancing with the Stars
28,1,Lamar Odom,18.0,2019-09-16 2019-09-22,Lamar Odom Dancing with the Stars
28,1,Lauren Alaina,20.0,2019-09-16 2019-09-22,Lauren Alaina Dancing with the Stars
28,1,Mary Wilson,16.285714285714285,2019-09-16 2019-09-22,Mary Wilson Dancing with the Stars
28,1,Ray Lewis,23.0,2019-09-16 2019-09-22,Ray Lewis Dancing with the Stars
28,1,Sailor Brinkley-Cook,14.285714285714286,2019-09-16 2019-09-22,Sailor Brinkley-Cook Dancing with the Stars
28,1,Sean Spicer,24.714285714285715,2019-09-16 2019-09-22,Sean Spicer Dancing with the Stars
28,2,Ally Brooke,14.285714285714286,2019-09-23 2019-09-29,Ally Brooke Dancing with the Stars
28,2,Hannah Brown,21.714285714285715,2019-09-23 2019-09-29,Hannah Brown Dancing with the Stars
28,2,James Van Der Beek,23.285714285714285,2019-09-23 2019-09-29,James Van Der Beek Dancing with the Stars
28,2,Karamo Brown,14.285714285714286,2019-09-23 2019-09-29,Karamo Brown Dancing with the Stars
28,2,Kate Flannery,14.285714285714286,2019-09-23 2019-09-29,Kate Flannery Dancing with the Stars
28,2,Kel Mitchell,14.285714285714286,2019-09-23 2019-09-29,Kel Mitchell Dancing with the Stars
28,2,Lamar Odom,16.571428571428573,2019-09-23 2019-09-29,Lamar Odom Dancing with the Stars
28,2,Lauren Alaina,20.0,2019-09-23 2019-09-29,Lauren Alaina Dancing with the Stars
28,2,Mary Wilson,16.0,2019-09-23 2019-09-29,Mary Wilson Dancing with the Stars
28,2,Ray Lewis,17.285714285714285,2019-09-23 2019-09-29,Ray Lewis Dancing with the Stars
28,2,Sailor Brinkley-Cook,,2019-09-23 2019-09-29,Sailor Brinkley-Cook Dancing with the Stars
28,2,Sean Spicer,28.714285714285715,2019-09-23 2019-09-29,Sean Spicer Dancing with the Stars
28,3,Ally Brooke,17.714285714285715,2019-09-30 2019-10-06,Ally Brooke Dancing with the Stars
28,3,Hannah Brown,20.285714285714285,2019-09-30 2019-10-06,Hannah Brown Dancing with the Stars
28,3,James Van Der Beek,14.285714285714286,2019-09-30 2019-10-06,James Van Der Beek Dancing with the Stars
28,3,Karamo Brown,14.285714285714286,2019-09-30 2019-10-06,Karamo Brown Dancing with the Stars
28,3,Kate Flannery,14.285714285714286,2019-09-30 2019-10-06,Kate Flannery Dancing with the Stars
28,3,Kel Mitchell,20.285714285714285,2019-09-30 2019-10-06,Kel Mitchell Dancing with the Stars
28,3,Lamar Odom,17.0,2019-09-30 2019-10-06,Lamar Odom Dancing with the Stars
28,3,Lauren Alaina,20.714285714285715,2019-09-30 2019-10-06,Lauren Alaina Dancing with the Stars
28,3,Mary Wilson,14.285714285714286,2019-09-30 2019-10-06,Mary Wilson Dancing with the Stars
28,3,Ray Lewis,16.285714285714285,2019-09-30 2019-10-06,Ray Lewis Dancing with the Stars
28,3,Sailor Brinkley-Cook,,2019-09-30 2019-10-06,Sailor Brinkley-Cook Dancing with the Stars
28,3,Sean Spicer,28.571428571428573,2019-09-30 2019-10-06,Sean Spicer Dancing with the Stars
28,4,Ally Brooke,14.285714285714286,2019-10-07 2019-10-13,Ally Brooke Dancing with the Stars
28,4,Hannah Brown,21.857142857142858,2019-10-07 2019-10-13,Hannah Brown Dancing with the Stars
28,4,James Van Der Beek,19.142857142857142,2019-10-07 2019-10-13,James Van Der Beek Dancing with the Stars
28,4,Karamo Brown,14.285714285714286,2019-10-07 2019-10-13,Karamo Brown Dancing with the Stars
28,4,Kate Flannery,14.285714285714286,2019-10-07 2019-10-13,Kate Flannery Dancing with the Stars
28,4,Kel Mitchell,17.142857142857142,2019-10-07 2019-10-13,Kel Mitchell Dancing with the Stars
28,4,Lamar Odom,18.285714285714285,2019-10-07 2019-10-13,Lamar Odom Dancing with the Stars
28,4,Lauren Alaina,14.285714285714286,2019-10-07 2019-10-13,Lauren Alaina Dancing with the Stars
28,4,Mary Wilson,,2019-10-07 2019-10-13,Mary Wilson Dancing with the Stars
28,4,Ray Lewis,14.285714285714286,2019-10-07 2019-10-13,Ray Lewis Dancing with the Stars
28,4,Sailor Brinkley-Cook,,2019-10-07 2019-10-13,Sailor Brinkley-Cook Dancing with the Stars
28,4,Sean Spicer,26.857142857142858,2019-10-07 2019-10-13,Sean Spicer Dancing with the Stars
28,5,Ally Brooke,15.714285714285714,2019-10-14 2019-10-20,Ally Brooke Dancing with the Stars
28,5,Hannah Brown,22.857142857142858,2019-10-14 2019-10-20,Hannah Brown Dancing with the Stars
28,5,James Van Der Beek,14.285714285714286,2019-10-14 2019-10-20,James Van Der Beek Dancing with the Stars
28,5,Karamo Brown,14.285714285714286,2019-10-14 2019-10-20,Karamo Brown Dancing with the Stars
28,5,Kate Flannery,14.285714285714286,2019-10-14 2019-10-20,Kate Flannery Dancing with the Stars
28,5,Kel Mitchell,14.285714285714286,2019-10-14 2019-10-20,Kel Mitchell Dancing with the Stars
28,5,Lamar Odom,14.285714285714286,2019-10-14 2019-10-20,Lamar Odom Dancing with the Stars
28,5,Lauren Alaina,14.285714285714286,2019-10-14 2019-10-20,Lauren Alaina Dancing with the Stars
28,5,Mary Wilson,,2019-10-14 2019-10-20,Mary Wilson Dancing with the Stars
28,5,Ray Lewis,,2019-10-14 2019-10-20,Ray Lewis Dancing with the Stars
28,5,Sailor Brinkley-Cook,,2019-10-14 2019-10-20,Sailor Brinkley-Cook Dancing with the Stars
28,5,Sean Spicer,26.0,2019-10-14 2019-10-20,Sean Spicer Dancing with the Stars
28,6,Ally Brooke,14.285714285714286,2019-10-21 2019-10-27,Ally Brooke Dancing with the Stars
28,6,Hannah Brown,24.857142857142858,2019-10-21 2019-10-27,Hannah Brown Dancing with the Stars
28,6,James Van Der Beek,14.285714285714286,2019-10-21 2019-10-27,James Van Der Beek Dancing with the Stars
28,6,Karamo Brown,14.285714285714286,2019-10-21 2019-10-27,Karamo Brown Dancing with the Stars
28,6,Kate Flannery,14.285714285714286,2019-10-21 2019-10-27,Kate Flannery Dancing with the Stars
28,6,Kel Mitchell,14.285714285714286,2019-10-21 2019-10-27,Kel Mitchell Dancing with the Stars
28,6,Lamar Odom,14.285714285714286,2019-10-21 2019-10-27,Lamar Odom Dancing with the Stars
28,6,Lauren Alaina,23.285714285714285,2019-10-21 2019-10-27,Lauren Alaina Dancing with the Stars
28,6,Mary Wilson,,2019-10-21 2019-10-27,Mary Wilson Dancing with the Stars
28,6,Ray Lewis,,2019-10-21 2019-10-27,Ray Lewis Dancing with the Stars
28,6,Sailor Brinkley-Cook,14.285714285714286,2019-10-21 2019-10-27,Sailor Brinkley-Cook Dancing with the Stars
28,6,Sean Spicer,24.571428571428573,2019-10-21 2019-10-27,Sean Spicer Dancing with the Stars
28,7,Ally Brooke,14.285714285714286,2019-10-28 2019-11-03,Ally Brooke Dancing with the Stars
28,7,Hannah Brown,33.42857142857143,2019-10-28 2019-11-03,Hannah Brown Dancing with the Stars
28,7,James Van Der Beek,14.285714285714286,2019-10-28 2019-11-03,James Van Der Beek Dancing with the Stars
28,7,Karamo Brown,14.285714285714286,2019-10-28 2019-11-03,Karamo Brown Dancing with the Stars
28,7,Kate Flannery,17.428571428571427,2019-10-28 2019-11-03,Kate Flannery Dancing with the Stars
28,7,Kel Mitchell,14.285714285714286,2019-10-28 2019-11-03,Kel Mitchell Dancing with the Stars
28,7,Lamar Odom,,2019-10-28 2019-11-03,Lamar Odom Dancing with the Stars
28,7,Lauren Alaina,18.428571428571427,2019-10-28 2019-11-03,Lauren Alaina Dancing with the Stars
28,7,Mary Wilson,,2019-10-28 2019-11-03,Mary Wilson Dancing with the Stars
28,7,Ray Lewis,,2019-10-28 2019-11-03,Ray Lewis Dancing with the Stars
28,7,Sailor Brinkley-Cook,,2019-10-28 2019-11-03,Sailor Brinkley-Cook Dancing with the Stars
28,7,Sean Spicer,27.714285714285715,2019-10-28 2019-11-03,Sean Spicer Dancing with the Stars
28,8,Ally Brooke,14.285714285714286,2019-11-04 2019-11-10,Ally Brooke Dancing with the Stars
28,8,Hannah Brown,21.571428571428573,2019-11-04 2019-11-10,Hannah Brown Dancing with the Stars
28,8,James Van Der Beek,18.857142857142858,2019-11-04 2019-11-10,James Van Der Beek Dancing with the Stars
28,8,Karamo Brown,,2019-11-04 2019-11-10,Karamo Brown Dancing with the Stars
28,8,Kate Flannery,15.714285714285714,2019-11-04 2019-11-10,Kate Flannery Dancing with the Stars
28,8,Kel Mitchell,14.285714285714286,2019-11-04 2019-11-10,Kel Mitchell Dancing with the Stars
28,8,Lamar Odom,,2019-11-04 2019-11-10,Lamar Odom Dancing with the Stars
28,8,Lauren Alaina,20.857142857142858,2019-11-04 2019-11-10,Lauren Alaina Dancing with the Stars
28,8,Mary Wilson,,2019-11-04 2019-11-10,Mary Wilson Dancing with the Stars
28,8,Ray Lewis,,2019-11-04 2019-11-10,Ray Lewis Dancing with the Stars
28,8,Sailor Brinkley-Cook,,2019-11-04 2019-11-10,Sailor Brinkley-Cook Dancing with the Stars
28,8,Sean Spicer,25.142857142857142,2019-11-04 2019-11-10,Sean Spicer Dancing with the Stars
28,9,Ally Brooke,14.285714285714286,2019-11-11 2019-11-17,Ally Brooke Dancing with the Stars
28,9,Hannah Brown,26.285714285714285,2019-11-11 2019-11-17,Hannah Brown Dancing with the Stars
28,9,James Van Der Beek,21.571428571428573,2019-11-11 2019-11-17,James Van Der Beek Dancing with the Stars
28,9,Karamo Brown,,2019-11-11 2019-11-17,Karamo Brown Dancing with the Stars
28,9,Kate Flannery,,2019-11-11 2019-11-17,Kate Flannery Dancing with the Stars
28,9,Kel Mitchell,14.285714285714286,2019-11-11 2019-11-17,Kel Mitchell Dancing with the Stars
28,9,Lamar Odom,,2019-11-11 2019-11-17,Lamar Odom Dancing with the Stars
28,9,Lauren Alaina,14.285714285714286,2019-11-11 2019-11-17,Lauren Alaina Dancing with the Stars
28,9,Mary Wilson,,2019-11-11 2019-11-17,Mary Wilson Dancing with the Stars
28,9,Ray Lewis,,2019-11-11 2019-11-17,Ray Lewis Dancing with the Stars
28,9,Sailor Brinkley-Cook,,2019-11-11 2019-11-17,Sailor Brinkley-Cook Dancing with the Stars
28,9,Sean Spicer,20.571428571428573,2019-11-11 2019-11-17,Sean Spicer Dancing with the Stars
28,10,Ally Brooke,17.142857142857142,2019-11-18 2019-11-24,Ally Brooke Dancing with the Stars
28,10,Hannah Brown,24.285714285714285,2019-11-18 2019-11-24,Hannah Brown Dancing with the Stars
28,10,James Van Der Beek,17.571428571428573,2019-11-18 2019-11-24,James Van Der Beek Dancing with the Stars
28,10,Karamo Brown,,2019-11-18 2019-11-24,Karamo Brown Dancing with the Stars
28,10,Kate Flannery,,2019-11-18 2019-11-24,Kate Flannery Dancing with the Stars
28,10,Kel Mitchell,16.285714285714285,2019-11-18 2019-11-24,Kel Mitchell Dancing with the Stars
28,10,Lamar Odom,,2019-11-18 2019-11-24,Lamar Odom Dancing with the Stars
28,10,Lauren Alaina,16.142857142857142,2019-11-18 2019-11-24,Lauren Alaina Dancing with the Stars
28,10,Mary Wilson,,2019-11-18 2019-11-24,Mary Wilson Dancing with the Stars
28,10,Ray Lewis,,2019-11-18 2019-11-24,Ray Lewis Dancing with the Stars
28,10,Sailor Brinkley-Cook,,2019-11-18 2019-11-24,Sailor Brinkley-Cook Dancing with the Stars
28,10,Sean Spicer,25.285714285714285,2019-11-18 2019-11-24,Sean Spicer Dancing with the Stars
28,11,Ally Brooke,16.428571428571427,2019-11-25 2019-12-01,Ally Brooke Dancing with the Stars
28,11,Hannah Brown,21.285714285714285,2019-11-25 2019-12-01,Hannah Brown Dancing with the Stars
28,11,James Van Der Beek,19.571428571428573,2019-11-25 2019-12-01,James Van Der Beek Dancing with the Stars
28,11,Karamo Brown,,2019-11-25 2019-12-01,Karamo Brown Dancing with the Stars
28,11,Kate Flannery,,2019-11-25 2019-12-01,Kate Flannery Dancing with the Stars
28,11,Kel Mitchell,19.0,2019-11-25 2019-12-01,Kel Mitchell Dancing with the Stars
28,11,Lamar Odom,22.142857142857142,2019-11-25 2019-12-01,Lamar Odom Dancing with the Stars
28,11,Lauren Alaina,18.571428571428573,2019-11-25 2019-12-01,Lauren Alaina Dancing with the Stars
28,11,Mary Wilson,,2019-11-25 2019-12-01,Mary Wilson Dancing with the Stars
28,11,Ray Lewis,14.285714285714286,2019-11-25 2019-12-01,Ray Lewis Dancing with the Stars
28,11,Sailor Brinkley-Cook,,2019-11-25 2019-12-01,Sailor Brinkley-Cook Dancing with the Stars
28,11,Sean Spicer,14.285714285714286,2019-11-25 2019-12-01,Sean Spicer Dancing with the Stars
4,2,Shandi Finnessey,27.428571428571427,2007-03-26 2007-04-01,Shandi Finnessey Dancing with the Stars,,ok
4,3,Apolo Anton Ohno,0.0,2007-04-02 2007-04-08,Apolo Anton Ohno Dancing with the Stars,,ok
4,3,Billy Ray Cyrus,0.0,2007-04-02 2007-04-08,Billy Ray Cyrus Dancing with the Stars,,ok
4,3,Clyde Drexler,0.0,2007-04-02 2007-04-08,Clyde Drexler Dancing with the Stars,,ok
4,3,Heather Mills,28.285714285714285,2007-04-02 2007-04-08,Heather Mills Dancing with the Stars,,ok
4,3,Ian Ziering,0.0,2007-04-02 2007-04-08,Ian Ziering Dancing with the Stars,,ok
4,3,Joey Fatone,,2007-04-02 2007-04-08,Joey Fatone Dancing with the Stars,,empty
4,3,John Ratzenberger,,2007-04-02 2007-04-08,John Ratzenberger Dancing with the Stars,,empty
4,3,Laila Ali,,2007-04-02 2007-04-08,Laila Ali Dancing with the Stars,,empty
4,3,Leeza Gibbons,,2007-04-02 2007-04-08,Leeza Gibbons Dancing with the Stars,,empty
4,3,Paulina Porizkova,,2007-04-02 2007-04-08,Paulina Porizkova Dancing with the Stars,,empty
4,3,Shandi Finnessey,14.285714285714286,2007-04-02 2007-04-08,Shandi Finnessey Dancing with the Stars,,ok
4,4,Apolo Anton Ohno,,2007-04-09 2007-04-15,Apolo Anton Ohno Dancing with the Stars,,fail:TooManyRequestsError
4,4,Billy Ray Cyrus,,2007-04-09 2007-04-15,Billy Ray Cyrus Dancing with the Stars,,fail:TooManyRequestsError
4,4,Clyde Drexler,,2007-04-09 2007-04-15,Clyde Drexler Dancing with the Stars,,fail:TooManyRequestsError
4,4,Heather Mills,,2007-04-09 2007-04-15,Heather Mills Dancing with the Stars,,fail:TooManyRequestsError
4,4,Ian Ziering,,2007-04-09 2007-04-15,Ian Ziering Dancing with the Stars,,fail:TooManyRequestsError
4,4,Joey Fatone,,2007-04-09 2007-04-15,Joey Fatone Dancing with the Stars,,fail:TooManyRequestsError
4,4,John Ratzenberger,,2007-04-09 2007-04-15,John Ratzenberger Dancing with the Stars,,fail:TooManyRequestsError
4,4,Laila Ali,,2007-04-09 2007-04-15,Laila Ali Dancing with the Stars,,fail:TooManyRequestsError
4,4,Leeza Gibbons,,2007-04-09 2007-04-15,Leeza Gibbons Dancing with the Stars,,fail:TooManyRequestsError
4,4,Paulina Porizkova,,2007-04-09 2007-04-15,Paulina Porizkova Dancing with the Stars,,fail:TooManyRequestsError
4,4,Shandi Finnessey,,2007-04-09 2007-04-15,Shandi Finnessey Dancing with the Stars,,empty
4,5,Apolo Anton Ohno,9.714285714285714,2007-04-16 2007-04-22,Apolo Anton Ohno Dancing with the Stars,,ok
4,5,Billy Ray Cyrus,0.0,2007-04-16 2007-04-22,Billy Ray Cyrus Dancing with the Stars,,ok
4,5,Clyde Drexler,0.0,2007-04-16 2007-04-22,Clyde Drexler Dancing with the Stars,,ok
4,5,Heather Mills,31.0,2007-04-16 2007-04-22,Heather Mills Dancing with the Stars,,ok
4,5,Ian Ziering,0.0,2007-04-16 2007-04-22,Ian Ziering Dancing with the Stars,,ok
4,5,Joey Fatone,,2007-04-16 2007-04-22,Joey Fatone Dancing with the Stars,,fail:TooManyRequestsError
4,5,John Ratzenberger,,2007-04-16 2007-04-22,John Ratzenberger Dancing with the Stars,,fail:TooManyRequestsError
4,5,Laila Ali,,2007-04-16 2007-04-22,Laila Ali Dancing with the Stars,,fail:TooManyRequestsError
4,5,Leeza Gibbons,,2007-04-16 2007-04-22,Leeza Gibbons Dancing with the Stars,,fail:TooManyRequestsError
4,5,Paulina Porizkova,,2007-04-16 2007-04-22,Paulina Porizkova Dancing with the Stars,,fail:TooManyRequestsError
4,5,Shandi Finnessey,,2007-04-16 2007-04-22,Shandi Finnessey Dancing with the Stars,,empty
4,6,Apolo Anton Ohno,7.857142857142857,2007-04-23 2007-04-29,Apolo Anton Ohno Dancing with the Stars,,ok
4,6,Billy Ray Cyrus,0.0,2007-04-23 2007-04-29,Billy Ray Cyrus Dancing with the Stars,,ok
4,6,Clyde Drexler,0.0,2007-04-23 2007-04-29,Clyde Drexler Dancing with the Stars,,ok
4,6,Heather Mills,23.857142857142858,2007-04-23 2007-04-29,Heather Mills Dancing with the Stars,,ok
4,6,Ian Ziering,11.714285714285714,2007-04-23 2007-04-29,Ian Ziering Dancing with the Stars,,ok
4,6,Joey Fatone,0.0,2007-04-23 2007-04-29,Joey Fatone Dancing with the Stars,,ok
4,6,John Ratzenberger,14.142857142857142,2007-04-23 2007-04-29,John Ratzenberger Dancing with the Stars,,ok
4,6,Laila Ali,14.285714285714286,2007-04-23 2007-04-29,Laila Ali Dancing with the Stars,,ok
4,6,Leeza Gibbons,0.0,2007-04-23 2007-04-29,Leeza Gibbons Dancing with the Stars,,ok
4,6,Paulina Porizkova,0.0,2007-04-23 2007-04-29,Paulina Porizkova Dancing with the Stars,,ok
